                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.3388,                0.67716,                0.85212,                0.91304,                0.87522,                0.90589,                0.42933,                 1.7581,                   0.74,                0.94337,              0.0005116,              0.0005116,              0.0005116
                    151,                  1.332,                0.67376,                0.84895,                0.95321,                0.84551,                0.90485,                0.45425,                 1.7092,                0.74794,                0.94134,              0.0005083,              0.0005083,              0.0005083
                    152,                 1.3555,                0.68917,                0.85023,                0.94185,                0.82819,                0.88626,                0.42706,                 1.7892,                0.77377,                0.95074,               0.000505,               0.000505,               0.000505
                    153,                 1.3726,                0.68973,                0.85257,                0.90926,                0.87211,                 0.9132,                0.48376,                 1.6507,                0.74579,                0.93002,              0.0005017,              0.0005017,              0.0005017
                    154,                 1.3303,                0.68059,                 0.8549,                0.92619,                0.88881,                0.93547,                0.48938,                 1.6349,                0.71245,                0.92703,              0.0004984,              0.0004984,              0.0004984
                    155,                 1.2793,                0.66097,                0.85149,                0.94703,                0.85641,                0.92263,                0.48095,                 1.6455,                0.70779,                0.93033,              0.0004951,              0.0004951,              0.0004951
                    156,                 1.2906,                0.65932,                0.84886,                0.94461,                0.85327,                 0.9206,                0.47629,                 1.6451,                0.70509,                0.92838,              0.0004918,              0.0004918,              0.0004918
                    157,                 1.2984,                0.66789,                0.85157,                0.94784,                0.85867,                0.90712,                0.47046,                 1.6656,                0.73037,                0.92908,              0.0004885,              0.0004885,              0.0004885
                    158,                 1.3241,                0.66621,                0.84962,                0.96893,                 0.8485,                0.91202,                0.46679,                 1.6216,                0.72421,                0.92713,              0.0004852,              0.0004852,              0.0004852
                    159,                 1.2772,                 0.6597,                0.84955,                0.95177,                0.83373,                0.90439,                0.44687,                  1.674,                0.73268,                0.93461,              0.0004819,              0.0004819,              0.0004819
                    160,                 1.3108,                0.67464,                 0.8478,                0.90346,                0.84768,                0.87503,                0.39594,                 1.8415,                0.75235,                0.96766,              0.0004786,              0.0004786,              0.0004786
                    161,                 1.2959,                0.65284,                0.85094,                 0.9288,                0.83069,                0.88671,                0.41635,                  1.764,                0.72278,                0.95217,              0.0004753,              0.0004753,              0.0004753
                    162,                 1.2746,                0.64915,                 0.8424,                0.91459,                0.88149,                0.90559,                0.43843,                 1.7514,                0.73138,                0.95632,               0.000472,               0.000472,               0.000472
                    163,                 1.2773,                0.66042,                0.84583,                0.88625,                 0.8944,                0.90609,                0.44687,                 1.6888,                0.72109,                0.94228,              0.0004687,              0.0004687,              0.0004687
                    164,                 1.2532,                0.64623,                0.83649,                0.92721,                0.84323,                0.90059,                0.44584,                 1.7088,                 0.7199,                0.94955,              0.0004654,              0.0004654,              0.0004654
                    165,                 1.2744,                0.65041,                0.84771,                0.92875,                0.86636,                0.91147,                0.46573,                 1.6804,                0.72461,                0.93338,              0.0004621,              0.0004621,              0.0004621
                    166,                 1.2839,                0.64924,                0.84997,                0.96589,                0.83883,                0.91043,                0.46979,                 1.6799,                 0.7394,                 0.9425,              0.0004588,              0.0004588,              0.0004588
                    167,                 1.2848,                0.65311,                0.85208,                0.95954,                0.82698,                0.91048,                0.45402,                 1.7157,                 0.7379,                0.93979,              0.0004555,              0.0004555,              0.0004555
                    168,                 1.2598,                0.65188,                0.84155,                0.91086,                0.86954,                0.91035,                0.45628,                 1.6829,                0.71609,                0.93337,              0.0004522,              0.0004522,              0.0004522
                    169,                 1.2394,                0.62678,                0.84157,                0.88751,                0.86113,                0.90443,                0.47449,                 1.7181,                0.71899,                0.93945,              0.0004489,              0.0004489,              0.0004489
                    170,                 1.3003,                0.66731,                0.85102,                0.94432,                0.80123,                0.88824,                0.43323,                 1.7617,                0.73201,                0.94823,              0.0004456,              0.0004456,              0.0004456
                    171,                 1.2653,                0.65895,                0.83524,                0.94311,                0.87336,                0.91108,                0.44632,                  1.753,                0.70106,                 0.9488,              0.0004423,              0.0004423,              0.0004423
                    172,                  1.258,                0.64174,                0.84012,                0.92487,                 0.8762,                0.91166,                0.45692,                 1.6909,                0.70898,                0.93362,               0.000439,               0.000439,               0.000439
                    173,                 1.2584,                0.63464,                0.84401,                0.93275,                0.84459,                0.90452,                0.45617,                 1.7043,                  0.701,                 0.9316,              0.0004357,              0.0004357,              0.0004357
                    174,                 1.2634,                0.64868,                0.83955,                0.92744,                0.87301,                0.91342,                0.47304,                 1.6287,                0.70379,                0.91842,              0.0004324,              0.0004324,              0.0004324
                    175,                 1.2786,                0.64793,                0.84258,                0.94064,                0.86227,                0.92574,                0.46531,                 1.6623,                0.69272,                0.92618,              0.0004291,              0.0004291,              0.0004291
                    176,                 1.2438,                0.64995,                0.84226,                0.92716,                0.89006,                0.93353,                0.47044,                 1.6902,                0.71381,                0.93302,              0.0004258,              0.0004258,              0.0004258
                    177,                 1.2635,                0.64272,                0.84287,                0.94265,                0.88607,                0.93073,                0.46299,                  1.653,                0.69187,                0.92811,              0.0004225,              0.0004225,              0.0004225
                    178,                  1.253,                 0.6401,                0.84782,                 0.9494,                0.86832,                 0.9265,                0.46152,                 1.6927,                0.70529,                 0.9334,              0.0004192,              0.0004192,              0.0004192
                    179,                 1.2341,                0.62828,                0.83675,                0.93106,                0.86493,                 0.9106,                0.44895,                 1.7483,                0.71614,                0.94395,              0.0004159,              0.0004159,              0.0004159
                    180,                 1.2472,                0.63214,                0.83434,                  0.962,                0.86293,                0.92491,                 0.4492,                 1.7165,                0.70136,                0.94593,              0.0004126,              0.0004126,              0.0004126
                    181,                 1.2446,                0.63776,                0.84193,                0.94493,                0.86331,                0.91573,                0.44504,                 1.7068,                0.71441,                0.94225,              0.0004093,              0.0004093,              0.0004093
                    182,                 1.2549,                 0.6474,                0.84529,                0.95181,                 0.8666,                0.92355,                0.45787,                 1.7094,                 0.7086,                 0.9436,               0.000406,               0.000406,               0.000406
                    183,                 1.2138,                0.63129,                0.84162,                0.94374,                0.87264,                 0.9219,                0.46304,                 1.6835,                 0.6878,                0.93272,              0.0004027,              0.0004027,              0.0004027
                    184,                 1.2325,                0.63334,                 0.8348,                0.93137,                0.87612,                0.94032,                0.47603,                 1.6786,                0.70052,                0.93608,              0.0003994,              0.0003994,              0.0003994
                    185,                 1.2538,                0.64903,                0.83843,                0.92124,                0.84512,                0.90926,                0.47123,                 1.6868,                0.71893,                0.93297,              0.0003961,              0.0003961,              0.0003961
                    186,                 1.2193,                0.62562,                0.83137,                0.89227,                0.90578,                0.91703,                0.45792,                 1.7128,                 0.7008,                0.94168,              0.0003928,              0.0003928,              0.0003928
                    187,                 1.2173,                0.63046,                0.83324,                0.92362,                0.85319,                0.90521,                0.45612,                 1.6933,                0.70183,                0.93171,              0.0003895,              0.0003895,              0.0003895
                    188,                 1.2223,                  0.627,                0.84024,                0.88984,                0.87858,                0.90015,                0.45717,                 1.6905,                0.70443,                0.93131,              0.0003862,              0.0003862,              0.0003862
                    189,                 1.2289,                0.62228,                0.83836,                0.91127,                0.86246,                0.90622,                0.45995,                 1.6835,                0.70102,                0.92836,              0.0003829,              0.0003829,              0.0003829
                    190,                 1.2239,                0.62571,                0.84164,                0.94225,                0.82458,                0.90476,                0.45623,                 1.6963,                0.70644,                0.93399,              0.0003796,              0.0003796,              0.0003796
                    191,                 1.2064,                0.61164,                0.83705,                0.92859,                0.85597,                0.91401,                 0.4438,                 1.7596,                 0.7238,                0.94356,              0.0003763,              0.0003763,              0.0003763
                    192,                 1.2366,                 0.6279,                0.83861,                0.91479,                0.86595,                0.92013,                 0.4637,                 1.6894,                 0.7002,                0.93124,               0.000373,               0.000373,               0.000373
                    193,                 1.2088,                0.61841,                0.84007,                0.93582,                0.85128,                0.91228,                0.46755,                 1.6673,                 0.6944,                0.93496,              0.0003697,              0.0003697,              0.0003697
                    194,                 1.2098,                0.62236,                0.83633,                0.93634,                0.84659,                0.90969,                0.45473,                    1.7,                0.69426,                0.94102,              0.0003664,              0.0003664,              0.0003664
                    195,                 1.2104,                0.62173,                0.83385,                0.92371,                0.87283,                 0.9242,                0.45712,                 1.6794,                0.69286,                0.93765,              0.0003631,              0.0003631,              0.0003631
                    196,                 1.2129,                0.61796,                0.83871,                0.94319,                0.88593,                0.93033,                0.47468,                 1.6697,                0.69729,                0.93736,              0.0003598,              0.0003598,              0.0003598
                    197,                 1.1962,                0.61454,                0.83707,                0.93386,                0.87235,                0.91838,                0.47179,                 1.6667,                0.69423,                0.93529,              0.0003565,              0.0003565,              0.0003565
                    198,                 1.1806,                0.59874,                0.83605,                0.89505,                0.86867,                0.90654,                0.44886,                 1.7062,                0.74078,                0.94732,              0.0003532,              0.0003532,              0.0003532
                    199,                 1.2211,                0.64387,                0.83396,                0.90771,                0.88208,                0.91131,                 0.4536,                 1.6939,                0.70933,                0.93831,              0.0003499,              0.0003499,              0.0003499
                    200,                 1.1965,                0.61496,                0.83799,                 0.9326,                 0.8595,                 0.9147,                0.46861,                 1.7137,                0.71781,                0.95123,              0.0003466,              0.0003466,              0.0003466
                    201,                 1.1847,                0.60166,                0.83532,                0.93091,                0.83815,                0.90961,                0.47243,                 1.6872,                0.73274,                0.94396,              0.0003433,              0.0003433,              0.0003433
                    202,                  1.211,                0.61862,                0.83354,                0.95498,                0.86109,                0.91985,                0.46679,                 1.6868,                0.71946,                0.93911,                0.00034,                0.00034,                0.00034
                    203,                 1.1895,                0.60061,                0.83438,                0.93127,                 0.8684,                0.90977,                0.46746,                 1.6751,                0.70232,                 0.9362,              0.0003367,              0.0003367,              0.0003367
                    204,                 1.1851,                 0.6037,                0.83803,                0.91588,                0.87898,                0.90565,                0.46475,                 1.6764,                0.70519,                0.94117,              0.0003334,              0.0003334,              0.0003334
